Date,Country,Cumulative number of case(s),Number of deaths,Number recovered,Weather Condition,Temperature (°C),Humidity (%),Mobility Index,Public Awareness Level
2003-04-11,Thailand,,2.0,5,Dry,30.6,68,0.95,76
2003-04-11,United Kingdom,5.0,0.0,3,Humid,24.979299781181616,49,0.24,71
2003-04-11,United States,166.0,0.0,0,Humid,18.6,54,0.37,65
2003-04-11,Viet Nam,62.0,4.0,43,Humid,24.979299781181616,57,0.65,51
2003-04-12,Brazil,2.0,0.0,0,Dry,22.2,41,0.69,54
2003-04-12,Canada,101.0,10.0,26,Humid,17.4,31,0.23,67
2003-04-12,China,1309.0,58.0,1037,Dry,26.2,72,0.52,52
2003-04-12,"hong kong sar, china",1108.0,35.0,215,,26.3,43,0.72,76
2003-04-12,"Taiwan, China",23.0,0.0,7,Rainy,33.8,51,0.76,66
2003-04-12,france,5.0,,1,,23.2,60,0.71,65
2003-04-12,Germany,6.0,0.0,4,Dry,26.4,52,0.46,55
2003-04-12,Italy,3.0,,2,Cloudy,21.7,77,0.27,56
2003-04-12,Japan,4.0,0.0,0,Humid,29.4,49,0.54,99
2003-04-12,Kuwait,1.0,0.0,0,,24.4,67,0.3,63
2003-04-12,malaysia,4.0,1.0,0,Rainy,19.1,84,0.96,87
2003-04-12,republic of ireland,1.0,0.0,1,Sunny,24.9,33,0.58,89
2003-04-12,Romania,1.0,0.0,0,Rainy,27.0,44,0.45,64
2003-04-12,Singapore,,9.0,77,Humid,26.3,53,0.81,96
2003-04-12,South Africa,1.0,0.0,0,,30.2,54,0.6,96
2003-04-12,Spain,1.0,0.0,0,Cloudy,17.8,30,0.45,97
2003-04-12,switzerland,1.0,,1,Dry,20.8,36,0.85,82
2003-04-12,Thailand,8.0,2.0,5,Cloudy,24.979299781181616,86,0.89,92
2003-04-12,United Kingdom,6.0,0.0,3,Dry,21.4,60,0.74,76
2003-04-12,United States,166.0,,0,Sunny,24.979299781181616,41,0.24,78
2003-04-12,china,62.0,4.0,46,Humid,12.9,71,0.65,86
2003-04-14,Brazil,2.0,0.0,0,Dry,38.6,34,0.81,54
2003-04-14,Canada,100.0,13.0,27,Sunny,23.7,73,0.31,78
2003-04-14,China,1418.0,64.0,1088,Cloudy,31.0,79,0.38,81
2003-04-14,"Hong Kong SAR, China",,47.0,229,Cloudy,23.3,71,0.91,55
2003-04-14,"Taiwan, China",23.0,0.0,7,Sunny,27.1,67,0.22,51
2003-04-14,France,5.0,0.0,1,Cloudy,32.5,89,0.8,55
2003-04-14,Germany,6.0,,4,Sunny,30.8,41,0.58,95
2003-04-14,Indonesia,1.0,0.0,0,Dry,24.0,68,0.56,92
2003-04-14,Italy,,0.0,2,Dryy,24.3,47,0.21,53
2003-04-14,Kuwait,1.0,0.0,0,Sunny,30.0,31,0.86,78
2003-04-14,Malaysia,,1.0,0,,36.7,39,0.49,74
2003-04-14,Philippines,1.0,0.0,1,drry,26.0,44,0.63,58
2003-04-14,Republic of Ireland,1.0,0.0,1,,24.979299781181616,59,0.74,52
2003-04-14,Romania,1.0,0.0,0,Rany,23.8,73,0.76,75
2003-04-14,Singapore,,12.0,84,Humid,29.8,87,0.96,97
2003-04-14,South Africa,1.0,0.0,0,,30.5,46,0.63,92
2003-04-14,Spain,1.0,0.0,0,Rainy,23.0,33,0.52,76
2003-04-14,Sweden,1.0,0.0,0,Dryy,21.3,36,0.96,85
2003-04-14,Switzerland,1.0,0.0,1,Sunny,30.7,70,0.71,81
2003-04-14,thailand,,2.0,5,Dry,22.3,60,0.44,50
2003-04-14,United Kingdom,6.0,0.0,3,Humid,20.5,80,0.3,65
2003-04-14,united states,174.0,0.0,0,Dry,21.6,89,0.87,97
2003-04-14,Viet Nam,63.0,5.0,46,Sunny,22.3,88,0.49,60
2003-04-15,Brazil,2.0,0.0,0,Humid,29.3,84,0.73,75
2003-04-15,Canada,,13.0,27,Dry,27.6,68,0.58,89
2003-04-15,china,1418.0,,1088,Humid,28.6,84,0.36,50
2003-04-15,"hong kong sar, china",1232.0,56.0,243,Cloudy,27.1,63,0.68,75
2003-04-15,"taiwan, china",23.0,0.0,7,Cloudy,22.0,35,0.25,unknown
2003-04-15,france,5.0,0.0,1,Dry,28.5,79,0.53,58
2003-04-15,germany,6.0,0.0,4,Humid,30.9,67,0.64,unknown
2003-04-15,indonesia,1.0,0.0,0,Sunny,27.9,74,0.55,71
2003-04-15,italy,3.0,0.0,2,Dry,24.979299781181616,87,0.8,57
2003-04-15,japan,1.0,0.0,0,Cloudy,21.2,80,0.86,98
2003-04-15,kuwait,1.0,0.0,0,Cloudy,26.1,63,0.82,91
2003-04-15,Malaysia,4.0,1.0,0,drry,20.9,73,0.23,76
2003-04-15,Philippines,1.0,0.0,1,humidd,24.9,44,0.36,88
2003-04-15,Republic of Ireland,,0.0,1,Cloudy,16.8,43,0.63,68
2003-04-15,Romania,1.0,0.0,1,,16.8,35,0.95,74
2003-04-15,Singapore,162.0,13.0,85,Cloudy,24.0,79,0.87,unknown
2003-04-15,South Africa,1.0,0.0,0,Cloudy,22.3,66,0.87,70
2003-04-15,Spain,1.0,0.0,0,Rainy,25.5,79,0.44,73
2003-04-15,Sweden,1.0,0.0,0,Cloudy,24.3,61,0.54,unknown
2003-04-15,Switzerland,1.0,0.0,1,Sunny,25.2,32,0.58,68
2003-04-15,Thailand,8.0,2.0,5,,28.0,32,0.33,99
2003-04-15,United Kingdom,6.0,0.0,3,,24.979299781181616,51,0.22,96
2003-04-15,united states,193.0,0.0,0,Humid,23.9,51,0.96,51
2003-04-15,viet nam,63.0,5.0,46,Cloudy,32.3,39,0.39,63
2003-04-16,Brazil,2.0,,0,Sunny,25.0,80,0.39,81
2003-04-16,Canada,103.0,13.0,37,Humid,24.979299781181616,32,0.27,91
2003-04-16,China,1432.0,64.0,1094,Rainy,25.4,41,0.94,81
2003-04-16,"Hong Kong SAR, China",1268.0,61.0,257,Humid,24.2,58,0.66,77
2003-04-16,"taiwan, china",27.0,0.0,10,Humid,21.5,77,0.73,97
2003-04-16,France,5.0,0.0,1,Cloudy,20.0,46,0.93,88
2003-04-16,Germany,6.0,0.0,4,Rainy,21.2,36,0.48,89
2003-04-16,Indonesia,1.0,0.0,0,Humid,29.4,42,0.7,91
2003-04-16,Italy,3.0,0.0,2,Sunny,24.979299781181616,85,0.23,96
2003-04-16,japan,1.0,0.0,0,Sunny,24.2,31,0.35,89
2003-04-16,Kuwait,1.0,0.0,0,drry,28.5,33,0.86,62
2003-04-16,Malaysia,,1.0,0,Rainy,23.6,39,0.81,61
2003-04-16,philippines,1.0,0.0,1,Rany,28.2,68,0.48,57
2003-04-16,Republic of Ireland,1.0,0.0,1,Dry,17.3,53,0.5,64
2003-04-16,Romania,1.0,0.0,1,Humid,24.3,46,0.63,75
2003-04-16,singapore,162.0,13.0,85,Rany,25.4,81,0.2,unknown
2003-04-16,South Africa,1.0,0.0,0,Sunny,25.1,35,0.39,92
2003-04-16,Spain,1.0,0.0,0,Sunny,24.979299781181616,48,0.37,95
2003-04-16,Sweden,1.0,0.0,0,Cloudy,24.979299781181616,34,0.4,76
2003-04-16,Switzerland,1.0,0.0,1,Rainyy,20.7,61,0.84,67
2003-04-16,thailand,8.0,2.0,5,Humid,26.7,39,0.42,94
2003-04-16,United Kingdom,6.0,0.0,3,Dry,25.0,38,0.35,85
2003-04-16,united states,193.0,0.0,0,Dry,30.0,56,0.6,98
2003-04-16,Viet Nam,63.0,5.0,46,humidd,24.979299781181616,42,0.89,76
2003-04-17,Australia,3.0,0.0,3,Cloudy,18.5,48,0.39,58
2003-04-17,Brazil,2.0,0.0,0,Dry,21.8,50,0.26,88
2003-04-17,Canada,126.0,12.0,46,Rainyy,25.9,53,0.49,50
2003-04-17,China,1457.0,65.0,1107,Cloudy,19.5,67,0.8,unknown
2003-04-17,"Hong Kong SAR, China",1297.0,,272,Rainy,28.9,33,0.64,75
2003-04-17,"Taiwan, China",,,10,Sunny,29.2,53,0.85,56
2003-04-17,france,5.0,0.0,1,Cloudy,27.8,88,0.97,56
2003-04-17,Germany,6.0,0.0,4,Dry,26.2,64,0.83,57
2003-04-17,india,1.0,0.0,0,Cloudy,31.8,32,0.68,65
2003-04-17,Indonesia,,0.0,0,Cloudy,19.2,33,0.59,52
2003-04-17,italy,3.0,0.0,2,Cloudy,25.3,86,0.23,94
2003-04-17,japan,2.0,0.0,0,Cloudy,21.3,66,0.99,59
2003-04-17,kuwait,1.0,0.0,0,Rany,29.4,69,0.51,99
2003-04-17,Malaysia,5.0,1.0,0,Sunny,15.8,77,0.32,56
2003-04-17,mongolia,,,3,humidd,24.9,83,0.73,70
2003-04-17,philippines,1.0,0.0,1,Cloudy,26.7,64,0.43,86
2003-04-17,Republic of Ireland,1.0,0.0,1,Dry,24.979299781181616,60,0.67,80
2003-04-17,Romania,1.0,0.0,1,Cloudy,21.9,85,0.67,72
2003-04-17,singapore,,15.0,91,Dry,25.1,73,0.56,76
2003-04-17,south africa,,0.0,0,Rany,29.8,54,0.87,71
2003-04-17,Spain,1.0,,0,Dry,19.8,69,0.41,88
2003-04-17,Sweden,1.0,0.0,0,,20.7,42,0.56,76
2003-04-17,Switzerland,1.0,0.0,1,Sunny,30.6,33,0.63,98
2003-04-17,Thailand,8.0,2.0,5,Dry,23.6,75,0.73,53
2003-04-17,united kingdom,6.0,0.0,3,Dry,21.1,43,0.83,unknown
2003-04-17,united states,199.0,0.0,0,Sunny,28.6,42,0.52,72
2003-04-17,viet nam,63.0,,46,humidd,24.979299781181616,56,0.72,97
2003-04-18,Australia,3.0,0.0,3,Cloudy,30.1,35,0.32,68
2003-04-18,Brazil,2.0,0.0,0,Dry,21.7,46,0.95,91
2003-04-18,canada,132.0,12.0,54,Sunny,24.979299781181616,65,0.51,52
2003-04-18,China,1512.0,65.0,1140,Rainy,29.7,69,0.78,76
2003-04-18,"Hong Kong SAR, China",1358.0,81.0,363,Sunny,23.9,78,0.22,52
2003-04-18,"Taiwan, China",29.0,0.0,17,Rainy,28.8,64,0.36,77
2003-04-18,france,5.0,0.0,1,,24.7,46,0.59,66
2003-04-18,germany,6.0,0.0,4,Cloudy,24.979299781181616,70,0.9,80
2003-04-18,India,1.0,0.0,1,Sunny,32.8,31,0.62,59
2003-04-18,Indonesia,1.0,0.0,0,Dry,18.4,86,0.94,98
2003-04-18,Italy,3.0,0.0,2,Humid,27.6,42,0.59,71
2003-04-18,Japan,4.0,0.0,0,Sunny,20.9,81,0.59,79
2003-04-18,Kuwait,,0.0,0,drry,26.0,31,0.3,98
2003-04-18,Malaysia,5.0,1.0,0,Sunny,25.3,81,0.84,70
2003-04-18,Mongolia,3.0,0.0,3,Rainyy,19.7,57,0.4,85
2003-04-18,philippines,1.0,0.0,1,Sunny,30.3,72,0.92,72
2003-04-18,Republic of Ireland,1.0,0.0,1,Sunny,26.0,88,0.93,87
2003-04-18,Romania,1.0,0.0,1,Sunny,23.6,55,0.95,61
2003-04-18,Singapore,177.0,16.0,100,Humid,22.8,51,0.62,74
2003-04-18,South Africa,1.0,0.0,0,Sunny,25.7,76,0.74,69
2003-04-18,spain,1.0,0.0,0,Dry,27.0,72,0.82,98
2003-04-18,Sweden,,0.0,0,Rainy,24.4,84,0.3,98
2003-04-18,Switzerland,1.0,0.0,1,Rainy,10.8,32,0.68,91
2003-04-18,thailand,7.0,2.0,6,Sunny,25.1,64,0.23,56
2003-04-18,United Kingdom,6.0,0.0,5,Humid,17.8,89,0.6,78
2003-04-18,United States,,0.0,0,Humid,24.0,87,0.32,97
2003-04-18,Viet Nam,,5.0,46,Dry,18.0,41,0.35,78
2003-04-19,Australia,,0.0,3,Sunny,17.9,53,0.49,62
2003-04-19,brazil,2.0,0.0,0,Rainy,31.2,34,0.55,52
2003-04-19,Canada,132.0,12.0,54,Humd,23.4,49,0.7,51
2003-04-19,China,1512.0,65.0,1140,Sunny,23.0,68,0.26,65
2003-04-19,"Hong Kong SAR, China",1358.0,81.0,363,Humid,27.4,68,0.6,79
2003-04-19,"taiwan, china",29.0,0.0,17,Humid,23.1,42,0.35,87
2003-04-19,france,5.0,0.0,1,Rainy,35.5,70,0.66,unknown
2003-04-19,Germany,6.0,0.0,4,Cloudy,23.6,86,0.71,94
2003-04-19,India,1.0,0.0,1,Dry,26.8,82,0.65,56
2003-04-19,Indonesia,1.0,,0,Dry,29.9,74,0.79,54
2003-04-19,italy,3.0,0.0,2,,33.0,41,0.47,56
2003-04-19,Japan,4.0,0.0,0,Humid,21.3,42,0.81,83
2003-04-19,Kuwait,1.0,0.0,0,Sunny,24.979299781181616,85,0.55,unknown
2003-04-19,Malaysia,5.0,1.0,0,Humid,31.4,39,0.59,98
2003-04-19,mongolia,3.0,0.0,3,Rainy,29.1,62,0.72,62
2003-04-19,Philippines,1.0,,1,,30.4,86,0.21,79
2003-04-19,Republic of Ireland,1.0,0.0,1,humidd,18.2,69,0.72,74
2003-04-19,Romania,1.0,0.0,1,Dry,32.7,83,0.69,unknown
2003-04-19,singapore,177.0,16.0,100,Sunny,21.2,45,0.45,70
2003-04-19,South Africa,1.0,0.0,0,drry,24.979299781181616,74,0.27,77
2003-04-19,Spain,1.0,0.0,0,Dry,24.3,64,0.27,97
2003-04-19,Sweden,3.0,0.0,0,Cloudy,24.979299781181616,32,0.94,69
2003-04-19,Switzerland,1.0,0.0,1,Cloudy,17.9,85,0.75,83
2003-04-19,Thailand,7.0,2.0,6,Cloudy,16.3,34,0.3,54
2003-04-19,United Kingdom,6.0,0.0,5,drry,25.6,55,0.49,67
2003-04-19,united states,220.0,0.0,0,Rainy,17.4,40,0.67,88
2003-04-19,Viet Nam,63.0,5.0,46,drry,19.3,36,0.87,92
2003-04-21,Australia,3.0,0.0,3,Rany,24.979299781181616,82,0.23,60
2003-04-21,Brazil,,0.0,0,Rany,11.8,85,0.39,66
2003-04-21,Canada,132.0,12.0,54,Cloudy,28.9,39,0.91,97
2003-04-21,China,1959.0,86.0,1187,Humd,13.0,71,0.21,94
2003-04-21,"Hong Kong SAR, China",1402.0,94.0,436,Sunny,24.6,81,0.36,71
2003-04-21,"taiwan, china",29.0,0.0,17,Cloudy,25.1,63,0.97,86
2003-04-21,France,5.0,0.0,1,Cloudy,27.7,32,0.69,69
2003-04-21,Germany,6.0,0.0,4,Humid,24.8,37,0.41,97
2003-04-21,India,1.0,0.0,1,Sunny,35.1,60,0.25,97
2003-04-21,Indonesia,1.0,0.0,0,Dry,26.1,40,0.22,97
2003-04-21,Italy,3.0,0.0,2,Dry,30.3,74,0.4,95
2003-04-21,Japan,5.0,0.0,0,Cloudy,21.4,36,0.91,55
2003-04-21,Kuwait,1.0,0.0,1,Sunny,25.6,74,0.53,83
2003-04-21,Malaysia,6.0,1.0,0,Cloudy,32.7,31,0.78,63
2003-04-21,Mongolia,3.0,0.0,3,Rainy,23.8,35,0.93,97
2003-04-21,philippines,2.0,1.0,1,Cloudy,26.0,70,0.53,72
2003-04-21,Republic of Ireland,1.0,0.0,1,Cloudy,29.9,61,0.35,69
2003-04-21,romania,1.0,0.0,1,Dry,24.979299781181616,49,0.61,62
2003-04-21,Singapore,178.0,16.0,104,Dry,14.2,86,0.93,96
2003-04-21,South Africa,1.0,0.0,0,Dry,26.3,63,0.84,93
2003-04-21,Spain,1.0,0.0,0,Rainy,29.9,79,0.25,90
2003-04-21,sweden,3.0,0.0,0,Dry,18.2,45,0.75,81
2003-04-21,switzerland,1.0,0.0,1,Sunny,28.4,54,0.66,75
2003-04-21,thailand,7.0,,5,Humid,28.4,41,0.93,99
2003-04-21,United Kingdom,6.0,0.0,5,,13.6,36,0.3,63
2003-04-21,United States,39.0,0.0,0,Sunny,20.3,68,0.63,85
2003-04-21,Viet Nam,63.0,5.0,46,Dry,23.0,46,0.9,57
2003-04-22,Australia,3.0,,3,Humid,24.1,74,0.53,89
2003-04-22,Brazil,2.0,0.0,0,Humid,21.3,40,0.59,71
2003-04-22,Canada,139.0,13.0,65,Humid,21.0,35,0.26,71
2003-04-22,china,2001.0,92.0,1201,Rainy,33.4,52,0.42,65
2003-04-22,"hong kong sar, china",1434.0,99.0,461,,24.5,56,0.46,unknown
2003-04-22,"taiwan, china",,0.0,21,Humid,21.5,75,0.96,59
2003-04-22,France,5.0,0.0,1,Rainy,24.8,35,0.43,74
2003-04-22,Germany,7.0,,6,Cloudy,27.7,67,0.57,80
2003-04-22,India,,0.0,1,Cloudy,24.979299781181616,31,0.74,70
2003-04-22,Indonesia,1.0,0.0,0,Rainy,24.0,51,0.33,76
2003-04-22,italy,3.0,0.0,2,Rainy,24.979299781181616,49,0.59,66
2003-04-22,Japan,2.0,,0,Dryy,21.7,54,0.79,82
2003-04-22,Kuwait,1.0,0.0,1,Dry,22.0,44,0.89,80
2003-04-22,Malaysia,6.0,1.0,0,Cloudy,26.7,89,0.7,99
2003-04-22,mongolia,3.0,0.0,3,Humid,20.0,78,0.74,91
2003-04-22,Philippines,2.0,1.0,1,Cloudy,27.0,58,0.3,75
2003-04-22,Republic of Ireland,1.0,0.0,1,Humid,32.1,37,0.96,70
2003-04-22,Romania,1.0,0.0,1,humidd,26.6,66,0.31,85
2003-04-22,singapore,,16.0,110,drry,23.2,78,0.82,50
2003-04-22,South Africa,1.0,0.0,0,Sunny,18.5,81,0.41,unknown
2003-04-22,Spain,1.0,,0,Sunny,32.9,62,0.95,53
2003-04-22,sweden,3.0,0.0,0,Rainy,19.1,51,0.78,75
2003-04-22,Switzerland,1.0,0.0,1,Dry,29.2,79,0.8,53
2003-04-22,thailand,,2.0,5,Humd,28.2,76,0.38,98
2003-04-22,United Kingdom,6.0,0.0,5,Sunny,23.8,34,0.55,58
2003-04-22,united states,38.0,0.0,0,Humd,23.7,68,0.69,79
2003-04-22,Viet Nam,63.0,,46,Sunny,15.8,47,0.82,94
2003-04-23,Australia,4.0,0.0,3,Sunny,26.7,67,0.28,53
2003-04-23,Brazil,2.0,0.0,0,Sunny,28.1,83,0.97,54
2003-04-23,Canada,140.0,,65,Dry,19.6,82,0.91,94
2003-04-23,china,2305.0,106.0,1231,Cloudy,24.2,66,0.42,72
2003-04-23,"Hong Kong SAR, China",1458.0,105.0,522,Humid,25.2,59,0.86,65
2003-04-23,"Taiwan, China",37.0,,21,Dry,27.9,80,0.61,71
2003-04-23,France,5.0,0.0,1,,25.0,60,0.57,86
2003-04-23,germany,,0.0,6,Dry,24.979299781181616,39,0.45,57
2003-04-23,india,,,1,,22.4,44,0.66,97
2003-04-23,Indonesia,1.0,0.0,0,Dry,26.1,71,0.78,82
2003-04-23,Italy,3.0,0.0,2,Rainy,29.2,88,0.53,87
2003-04-23,Japan,2.0,0.0,0,Humid,21.9,77,0.7,92
2003-04-23,Kuwait,1.0,0.0,1,Dry,35.9,73,0.76,65
2003-04-23,Malaysia,5.0,,2,Humid,15.5,47,0.77,54
2003-04-23,mongolia,3.0,0.0,3,Rainy,22.2,52,0.24,65
2003-04-23,Philippines,2.0,1.0,1,Rainy,24.6,62,0.89,56
2003-04-23,republic of ireland,1.0,0.0,1,Humd,24.0,45,0.57,50
2003-04-23,Romania,1.0,0.0,1,Sunny,18.8,83,0.41,58
2003-04-23,Singapore,189.0,17.0,114,Cloudy,24.979299781181616,67,0.39,67
2003-04-23,south africa,1.0,0.0,0,Sunny,24.979299781181616,64,0.59,94
2003-04-23,spain,1.0,0.0,0,Sunny,24.979299781181616,63,0.91,96
2003-04-23,Sweden,3.0,0.0,0,Sunny,26.7,57,0.5,52
2003-04-23,Switzerland,1.0,0.0,1,Dry,22.9,31,0.8,73
2003-04-23,Thailand,7.0,,5,Rainy,16.9,59,0.28,77
2003-04-23,united kingdom,6.0,0.0,5,,21.4,42,0.58,59
2003-04-23,United States,39.0,0.0,0,Rainy,24.979299781181616,70,0.99,58
2003-04-23,Viet Nam,63.0,5.0,46,Humid,25.8,45,0.82,62
2003-04-24,Brazil,2.0,0.0,2,Cloudy,25.2,88,0.37,97
2003-04-24,Bulgaria,1.0,0.0,0,Humid,27.7,34,0.6,84
2003-04-24,Canada,140.0,15.0,67,Humid,22.1,84,0.39,72
2003-04-24,china,2422.0,110.0,1254,Dry,25.1,57,0.53,96
2003-04-24,"hong kong sar, china",,109.0,567,Cloudy,27.9,82,0.82,66
2003-04-24,"Taiwan, China",37.0,0.0,21,Humid,24.6,68,0.82,95
2003-04-24,france,5.0,0.0,1,Humid,18.8,74,0.38,56
2003-04-24,germany,7.0,0.0,6,Cloudy,20.2,49,0.94,65
2003-04-24,India,1.0,0.0,1,Cloudy,29.2,53,0.67,unknown
2003-04-24,Indonesia,1.0,0.0,1,humidd,32.0,56,0.5,85
2003-04-24,Italy,4.0,0.0,3,Cloudy,30.9,59,0.6,69
2003-04-24,Japan,2.0,0.0,0,Humid,26.2,87,0.68,73
2003-04-24,Kuwait,1.0,,1,Humid,19.0,74,0.65,96
2003-04-24,Malaysia,5.0,2.0,2,Dry,25.0,56,0.59,54
2003-04-24,Mongolia,3.0,0.0,3,Sunny,32.8,55,0.6,94
2003-04-24,Philippines,2.0,1.0,1,Humid,28.1,36,0.34,55
2003-04-24,republic of ireland,1.0,0.0,1,Rainy,24.0,71,0.85,77
2003-04-24,Romania,1.0,0.0,1,Sunny,28.1,76,0.63,54
2003-04-24,singapore,192.0,19.0,118,,18.7,82,0.3,98
2003-04-24,South Africa,,0.0,0,Sunny,21.5,88,0.81,88
2003-04-24,Spain,1.0,0.0,1,drry,19.6,67,0.95,87
2003-04-24,Sweden,3.0,0.0,2,Humid,27.3,34,0.96,51
2003-04-24,Switzerland,1.0,0.0,1,Dry,28.6,52,0.5,92
2003-04-24,Thailand,8.0,2.0,5,,24.2,57,0.31,88
2003-04-24,United Kingdom,6.0,0.0,6,Dry,20.6,63,0.61,70
2003-04-24,United States,37.0,0.0,0,Dry,24.979299781181616,82,0.29,89
2003-04-24,Viet Nam,63.0,5.0,49,Rainy,22.6,44,0.95,86
2003-04-25,Brazil,2.0,0.0,2,Dry,24.979299781181616,61,0.35,67
2003-04-25,bulgaria,1.0,,0,Cloudy,26.7,55,0.4,97
2003-04-25,Canada,140.0,15.0,74,Rainyy,21.2,77,0.53,95
2003-04-25,china,2601.0,115.0,1277,,17.2,60,0.51,61
2003-04-25,"Hong Kong SAR, China",1510.0,115.0,614,Sunny,18.3,48,0.84,66
2003-04-25,"taiwan, china",41.0,0.0,21,,17.0,38,0.57,86
2003-04-25,France,5.0,0.0,1,Cloudy,26.2,58,0.34,95
2003-04-25,germany,,0.0,6,Cloudy,25.8,83,0.41,87
2003-04-25,india,1.0,0.0,1,Rainy,25.5,87,0.61,64
2003-04-25,Indonesia,1.0,0.0,1,Dry,27.9,80,0.32,56
2003-04-25,Italy,4.0,0.0,3,Dry,31.0,68,0.69,63
2003-04-25,japan,2.0,0.0,0,,22.0,33,0.65,99
2003-04-25,kuwait,1.0,0.0,1,Sunny,27.0,32,0.77,50
2003-04-25,malaysia,5.0,2.0,2,Cloudy,24.979299781181616,85,0.95,87
2003-04-25,Mongolia,3.0,0.0,3,Sunny,31.9,58,0.93,52
2003-04-25,Philippines,2.0,1.0,1,Rainy,18.8,81,0.96,86
2003-04-25,republic of ireland,1.0,0.0,1,Dry,21.4,40,0.4,93
2003-04-25,Romania,1.0,,1,,22.0,62,0.31,unknown
2003-04-25,singapore,195.0,19.0,126,Sunny,17.4,67,0.44,92
2003-04-25,South Africa,1.0,0.0,0,Rainy,25.2,87,0.92,62
2003-04-25,Spain,,0.0,1,Rainy,26.1,40,0.98,97
2003-04-25,Sweden,3.0,0.0,2,Sunny,24.1,56,0.89,67
2003-04-25,switzerland,1.0,0.0,1,Dry,17.3,62,0.29,66
2003-04-25,Thailand,8.0,2.0,5,Sunny,24.979299781181616,50,0.96,66
2003-04-25,united kingdom,6.0,0.0,6,Cloudy,27.7,68,0.54,60
2003-04-25,United States,39.0,,0,Sunny,38.2,60,0.21,69
2003-04-25,viet nam,63.0,5.0,53,Rainy,21.0,67,0.55,59
2003-04-26,Brazil,2.0,0.0,2,Sunny,29.8,75,0.24,78
2003-04-26,Bulgaria,1.0,0.0,0,Dry,28.9,31,0.64,97
2003-04-26,Canada,142.0,18.0,77,Humid,23.5,56,0.47,unknown
2003-04-26,china,2753.0,122.0,1285,Sunny,32.1,65,0.58,66
2003-04-26,"hong kong sar, china",1527.0,121.0,632,Dry,23.0,40,0.69,91
2003-04-26,"Taiwan, China",49.0,0.0,25,Dry,23.2,76,0.9,62
2003-04-26,France,5.0,0.0,1,Rainy,7.6,47,0.73,93
2003-04-26,Germany,7.0,0.0,6,,27.0,88,0.55,96
2003-04-26,india,1.0,0.0,1,,18.4,30,0.86,88
2003-04-26,indonesia,1.0,0.0,1,drry,22.2,64,0.92,76
2003-04-26,Italy,4.0,0.0,3,Dry,19.9,64,0.3,75
2003-04-26,Japan,2.0,0.0,0,Cloudy,23.2,60,0.63,77
2003-04-26,Kuwait,1.0,0.0,1,Cloudy,27.2,57,0.43,62
2003-04-26,Malaysia,5.0,2.0,2,Rainy,25.1,68,0.24,unknown
2003-04-26,Mongolia,5.0,0.0,3,Sunny,28.5,30,0.73,93
2003-04-26,Philippines,4.0,2.0,1,Dry,31.3,54,0.89,77
2003-04-26,Republic of Ireland,1.0,0.0,1,,24.979299781181616,72,0.33,51
2003-04-26,Romania,1.0,0.0,1,,22.6,67,0.85,86
2003-04-26,Singapore,198.0,21.0,126,Rainy,29.8,49,0.88,83
2003-04-26,South Africa,1.0,0.0,0,Dry,30.2,32,0.93,72
2003-04-26,spain,1.0,0.0,1,Dryy,28.7,80,0.41,94
2003-04-26,Sweden,3.0,0.0,2,Humid,20.2,31,0.92,78
2003-04-26,Switzerland,1.0,0.0,1,Sunny,24.979299781181616,47,0.46,84
2003-04-26,Thailand,7.0,2.0,5,Sunny,25.5,73,0.64,60
2003-04-26,United Kingdom,6.0,0.0,6,Cloudy,30.3,39,0.24,97
2003-04-26,united states,41.0,0.0,0,Humid,24.979299781181616,34,0.24,82
2003-04-26,viet nam,,5.0,53,Cloudy,16.7,38,0.78,60
2003-04-28,Brazil,2.0,0.0,2,Cloudy,28.5,31,0.56,58
2003-04-28,Bulgaria,1.0,0.0,0,Cloudy,12.2,63,0.41,63
2003-04-28,Canada,142.0,18.0,77,Rainy,21.3,89,0.35,58
2003-04-28,China,2914.0,131.0,1299,Rainy,19.9,67,0.74,88
2003-04-28,"Hong Kong SAR, China",1557.0,138.0,710,Cloudy,24.979299781181616,60,0.2,97
2003-04-28,"taiwan, china",66.0,0.0,25,Humid,21.3,39,0.84,52
2003-04-28,france,5.0,0.0,1,Sunny,31.1,79,0.26,78
2003-04-28,germany,7.0,0.0,6,Humd,29.1,41,0.35,68
2003-04-28,India,1.0,0.0,1,,23.7,65,0.51,85
2003-04-28,indonesia,1.0,,1,,30.7,83,0.59,81
2003-04-28,Italy,8.0,0.0,3,Sunny,19.7,50,0.48,unknown
2003-04-28,japan,2.0,0.0,0,Sunny,19.0,78,0.46,77
2003-04-28,Kuwait,1.0,0.0,1,Dry,29.3,76,0.97,93
2003-04-28,malaysia,6.0,2.0,2,Dry,27.9,35,0.71,67
2003-04-28,Mongolia,5.0,0.0,3,Cloudy,22.7,77,0.22,54
2003-04-28,Philippines,4.0,2.0,1,,19.3,78,0.54,72
2003-04-28,Republic of Ireland,1.0,,1,Rainyy,24.979299781181616,32,0.9,71
2003-04-28,romania,1.0,0.0,1,Humid,16.4,39,0.44,75
2003-04-28,singapore,199.0,23.0,137,Cloudy,22.0,34,0.28,91
2003-04-28,south africa,1.0,,0,Cloudy,26.1,75,0.81,61
2003-04-28,spain,1.0,0.0,1,Cloudy,34.0,55,0.68,89
2003-04-28,sweden,3.0,0.0,2,Cloudy,24.979299781181616,50,0.66,68
